Species
Petrea_volubilis
Petunia_axillaris
Petunia_hybrida
Petunia_inflata
Phalaenopsis_aphrodite
Phalaenopsis_equestris
Pharus_latifolius
Phaseolus_lunatus
Phaseolus_vulgaris
Phoebe_bournei
Phoenix_dactylifera
Phragmites_australis
Phtheirospermum_japonicum
Phyllostachys_edulis
Phyllostachys_heterocycla
Physalis_angulata
Physalis_pruinosa
Physalis_pubescens
Physcomitrella_patens
Phytolacca_americana
Picea_abies
Picochlorum_costavermella
Picochlorum_sp.
Picrorhiza_kurrooa
Pinellia_pedatisecta
Pinus_lambertiana
Pinus_taeda
Pistacia_vera
Pistia_stratiotes
Pisum_sativum
Platycodon_grandiflorus
Pleurozium_schreberi
Poa_annua
Pogostemon_cablin
Polygala_tenuifolia
Poncirus_trifoliata
Populus_alba
Populus_deltoides
Populus_euphratica
Populus_glandulosa
Populus_glandulosa_x_alba
Populus_glandulosa_x_P._alba
Populus_ilicifolia
Populus_pruinosa
Populus_tremula
Populus_trichocarpa
Populus_wilsonii
Porphyra_umbilicalis
Porphyridium_purpureum
Portulaca_oleracea
Potentilla_anserina
Potentilla_micrantha
Primula_veris
Primula_vulgaris
Primulina_huaijiensis
Prinsepia_uniflora
Prosopis_alba
Prosopis_cineraria
Protea_cynaroides
Prototheca_zopfii
Prunus_armeniaca
Prunus_avium
Prunus_campanulata
Prunus_domestica
Prunus_dulcis
Prunus_fruticosa
Prunus_hongpingensis
Prunus_humilis
Prunus_mandshurica
Prunus_mira
Prunus_mongolica
Prunus_mume
Prunus_persica
Prunus_salicina
Prunus_serrulata
Prunus_sibirica
Prunus_x_kanzakura
Prunus_yedoensis
Prunus_zhengheensis
Przewalskia_tangutica
Pseudotsuga_menziesii
Psidium_guajava
Pterocarpus_macrocarpus
Pterocarpus_santalinus
Pterocarya_stenoptera
Puccinellia_tenuiflora
Punica_granatum
Puya_raimondii
Pyropia_yezoensis
Pyrus_betulifolia
Pyrus_bretschneideri
Pyrus_communis
Pyrus_pyrifolia
Pyrus_ussuriensis_x_communis
Quercus_acutissima
Quercus_dentata
Quercus_gilva
Quercus_lobata
Quercus_mongolica
Quercus_robur
Quercus_suber
Quercus_variabilis
Raddia_distichophylla
Raphano_brassica
Raphanus_raphanistrum
Raphanus_sativus
Raphidocelis_subcapitata
Rehmannia_glutinosa
Rhazya_stricta
Rheum_tanguticum
Rhizophora_apiculata
Rhodiola_crenulata
Rhododendron_delavayi
Rhododendron_griersonianum
Rhododendron_henanense
Rhododendron_molle
Rhododendron_ovatum
Rhododendron_ripense
Rhododendron_simsii
Rhododendron_vialii
Rhododendron_williamsianum
Rhynchospora_breviuscula
Rhynchospora_pubera
Rhynchospora_tenuis
Ricinus_communis
Robinia_pseudoacacia
Roridula_gorgonias
Rosa_chinensis
Rosa_multiflora
Rosa_roxburghii
Rosa_rugosa
Rosa_wichuraiana
Rosmarinus_officinalis
Rubus_argutus
Rubus_chingii
Rubus_corchorifolius
Rubus_occidentalis
Ruellia_speciosa
Rumex_hastatulus
Saccharum_hybrid
Saccharum_spontaneum
Saccharum_spp._R570
Salix_arbutifolia
Salix_brachista
Salix_chaenomeloides
Salix_integra
Salix_koriyanagi
Salix_purpurea
Salix_suchowensis
Salix_viminalis
Salvia_bowleyana
Salvia_hispanica
Salvia_miltiorrhiza
Salvia_miltiorrhiza
Salvia_rosmarinus
Salvia_splendens
Santalum_album
Santalum_yasi
Sapindus_mukorossi
Sapria_himalayana
Saururus_chinensis
Scalesia_atractyloides
Scenedesmus_quadricauda
Schrenkiella_parvula
Sclerocarya_birrea
Scurrula_parasitica
Scutellaria_baicalensis
Scutellaria_barbata
Secale_cereale
Sechium_edule
Sedum_album
Selaginella_lepidophylla
Selaginella_moellendorffii
Selaginella_tamariscina
Selenicereus_undatus
Senna_siamea
Senna_tora
Sequoiadendron_giganteum
Sesamum_indicum
Setaria_italica
Setaria_viridis
Shorea_leprosula
Shorea_roxburghii
Shorea_wangtianshuea
Silene_latifolia
Simmondsia_chinensis
Sinapis_alba
Siraitia_grosvenorii
Siraitia_grosvenorii
Sisymbrium_irio
Smallanthus_sonchifolius
Solanum_aethiopicum
Solanum_americanum
Solanum_andreanum
Solanum_appendiculatum
Solanum_atropurpureum
Solanum_boliviense
Solanum_bulbocastanum
Solanum_cajamarquense
Solanum_candolleanum
Solanum_capsicoides
Solanum_chacoense
Solanum_chilense
Solanum_chomatophilum
Solanum_commersonii
Solanum_dulcamara
Solanum_erianthum
Solanum_etuberosum
Solanum_galapagense
Solanum_habrochaites
Solanum_habrochaites_LA1353
Solanum_jamesii
Solanum_laciniatum
Solanum_lignicaule
Solanum_lycopersicoides
Solanum_lycopersicum
Solanum_lycopersicum_(M82)
Solanum_lycopersicum_(M82)
Solanum_lycopersicum_cerasiforme
Solanum_lyratum
Solanum_macrocarpon
Solanum_mammosum
Solanum_melongena
Solanum_melongena_consortium
Solanum_melongena_HQ-1315
Solanum_melongena_V4.1
Solanum_melongena_V4_Pangenome
Solanum_morelliforme
Solanum_multiinterruptum
Solanum_muricatum
Solanum_neorossii
Solanum_ochranthum
Solanum_palustre_
Solanum_pangenomics_Phygri1.3.fixed
Solanum_pangenomics_Sabutiloides
Solanum_pangenomics_Saethiopicum
Solanum_pangenomics_Samericanum
Solanum_pangenomics_Sanguivi
Solanum_pangenomics_Scandidum
Solanum_pangenomics_Scleistogamum
Solanum_pangenomics_Sgiganteum
Solanum_pangenomics_Shavanense
Solanum_pangenomics_Sinsanum
Solanum_pangenomics_Slinnaeanum
Solanum_pangenomics_SlycopersicumM82
Solanum_pangenomics_Smacrocarpon
Solanum_pangenomics_Smammosum
Solanum_pangenomics_SmuricatumHap1
Solanum_pangenomics_SmuricatumHap2
Solanum_pangenomics_Sprinophyllum
Solanum_pangenomics_Spseudolulo
Solanum_pangenomics_Squitoense
Solanum_pangenomics_Srobustum
Solanum_pangenomics_Sstramoniifolium
Solanum_pangenomics_Storvum
Solanum_pangenomics_Sviolaceum
Solanum_paucissectum
Solanum_pennellii
Solanum_pennellii_LYC1722
Solanum_pennellii_Sweet
Solanum_phureja
Solanum_pimpinellifolium
Solanum_pinnatisectum
Solanum_piurae
Solanum_pseudocapsicum
Solanum_retroflexum
Solanum_rostratum
Solanum_scabrum
Solanum_seaforthianum
Solanum_septemlobum
Solanum_sitiens
Solanum_spirale
Solanum_stenotomum
Solanum_stramoniifolium
Solanum_torvum
Solanum_tuberosum
Solanum_verrucosum
Solanum_viarum
Solanum_wrightii
Sorbus_aucuparia
Sorbus_pohuashanensis
Sorghum_bicolor
Spatholobus_suberectus
Spinacia_oleracea
Spirodela_intermedia
Spirodela_polyrhiza
Spirogloea_muscicola
Stephania_japonica
Stevia_rebaudiana
Stipa_capillata
Striga_asiatica
Striga_hermonthica
Suaeda_aralocaspica
Synsepalum_dulcificum
Syntrichia_caninervis
Syzygium_grande
Tamarix_chinensis
Taraxacum_koksaghyz
Taraxacum_kok-saghyz
Taraxacum_mongolicum
Tarenaya_hassleriana
Taxus_chinensis
Taxus_wallichiana
Tectona_grandis
Telopea_speciosissima
Tetrabaena_socialis
Tetracentron_sinense
Tetradesmus_obliquus
Tetraselmis_striata
Thalictrum_thalictroides
Thellungiella_parvula
Theobroma_cacao
Thinopyrum_elongatum
Thlaspi_arvense
Tiarella_polyphylla
Toona_sinensis
Trema_orientalis
Trichopus_zeylanicus
Trifolium_pratense
Trifolium_repens
Tripterygium_wilfordii
Triticum_aestivum
Triticum_monococcum
Triticum_turgidum
Triticum_urartu
Tubocapsicum_anomalum
Ulva_mutabilis
Uncaria_rhynchophylla
Utricularia_gibba
Utricularia_reniformis
Vaccinium_corymbosum
Vaccinium_darrowii
Vaccinium_duclouxii
Vaccinium_macrocarpon
Vaccinium_myrtillus
Vanilla_planifolia
Vernicia_fordii
Vicia_faba
Vicia_sativa
Vigna_angularis
Vigna_hirtella
Vigna_mungo
Vigna_radiata
Vigna_umbellata
Vigna_unguiculata
Vitellaria_paradoxa
Vitis_amurensis
Vitis_berlandieri
Vitis_labrusca
Vitis_riparia
Vitis_rotundifolia
Vitis_rupestris
Vitis_vinifera
Volvox_africanus
Volvox_carteri
Volvox_reticuliferus
Welwitschia_mirabilis
Wolffia_australiana
Wurfbainia_villosa
Xanthoceras_sorbifolium
Xerophyta_viscosa
Yamagishiella_unicocca
Zanthoxylum_armatum
Zanthoxylum_nitidum
Zanthoxylum_nitidum
Zea_mays
Zingiber_officinale
Zizania_latifolia
Zizania_palustris
Ziziphus_jujuba
Zostera_marina
Zoysia_japonica
Zoysia_matrella
Zoysia_pacifica

