Species
Abrus_precatorius
Abrus_pulchellus_subsp._cantoniensis
Acacia_pycnantha
Acanthochlamys_bracteata
Acer_catalpifolium
Acer_negundo
Acer_pseudosieboldianum
Acer_yangbiense
Achnatherum_splendens
Acorus_calamus
Acorus_gramineus
Actinidia_chinensis
Actinidia_eriantha
Actinidia_hemsleyana
Actinidia_zhejiangensis
Aegiceras_corniculatum
Aegilops_bicornis
Aegilops_longissima
Aegilops_searsii
Aegilops_sharonensis
Aegilops_speltoides
Aegilops_tauschii
Aegilops_umbellulata
Aegle_marmelos
Aeschynomene_evenia
Aesculus_chinensis
Aethionema_arabicum
Agastache_rugosa
Akebia_trifoliata
Aldrovanda_vesiculosa
Allium_cepa
Allium_fistulosum
Allium_sativum
Alloteropsis_semialata
Alnus_glutinosa
Amaranthus_cruentus
Amaranthus_hybridus
Amaranthus_hypochondriacus
Amaranthus_palmeri
Amaranthus_tricolor
Amaranthus_tuberculatus
Amborella_trichopoda
Ammopiptanthus_nanus
Amorphophallus_konjac
Amphicarpaea_edgeworthii
Ananas_bracteatus
Ananas_comosus
Andrographis_paniculata
Angelica_sinensis
Anisodus_acutangulus
Anisodus_luridus
Annona_cherimola
Anthoceros_angustus
Antirrhinum_hispanicum
Antirrhinum_majus
Apium_graveolens
Apostasia_ramifera
Apostasia_shenzhenica
Aquilaria_agallocha
Aquilaria_sinensis
Aquilegia_coerulea
Aquilegia_oxysepala
Arabidopsis_arenosa
Arabidopsis_halleri
Arabidopsis_lyrata
Arabidopsis_suecica
Arabidopsis_thaliana
Arabis_alpina
Arabis_nemorensis
Arachis_duranensis
Arachis_hypogaea
Arachis_ipaensis
Arachis_monticola
Aralia_elata
Arctium_lappa
Areca_catechu
Argania_spinosa
Aristolochia_contorta
Aristolochia_fimbriata
Armoracia_rusticana
Artemisia_annua
Artemisia_argyi
Artocarpus_altilis
Artocarpus_camansi
Artocarpus_heterophyllus
Artocarpus_nanchuanensis
Asclepias_syriaca
Asparagus_officinalis
Asparagus_setaceus
Atalantia_buxifolia
Atriplex_hortensis_
Atropa_belladonna
Avena_atlantica
Avena_eriantha
Avena_strigosa
Averrhoa_carambola
Avicennia_marina
Azadirachta_indica
Azolla_filiculoides
Balanophora_fungosa_
Balanophora_subcupularis
Barbarea_vulgaris
Bathycoccus_prasinos
Bauhinia_variegata
Begonia_darthvaderiana
Begonia_fuchsioides
Begonia_loranthoides
Begonia_masoniana
Begonia_peltatifolia
Benincasa_hispida
Beta_patula
Beta_vulgaris
Betula_nana
Betula_pendula
Betula_platyphylla
Boea_hygrometrica
Boechera_retrofracta
Boechera_stricta
Boehmeria_nivea
Bombax_ceiba_
Bonia_amplexicaulis
Bothriochloa_decipiens
Botryococcus_braunii
Bougainvillea_x_buttiana
Brachypodium_distachyon
Brachypodium_hybridum
Brachypodium_stacei
Brasenia_schreberi
Brassica_carinata
Brassica_juncea
Brassica_napus
Brassica_nigra
Brassica_oleracea
Brassica_rapa
Bretschneidera_sinensis
Broussonetia_papyrifera
Bruguiera_sexangula
Buddleja_alternifolia
Buxus_austroyunnanensis
Buxus_sinica
Cajanus_cajan
Calamus_simplicifolius
Calohypnum_plumiforme
Calotropis_gigantea
Camelina_sativa
Camellia_chekiangoleosa
Camellia_oleifera
Camellia_sinensis
Camptotheca_acuminata
Cannabis_sativa
Capparis_spinosa
Capsella_bursa-pastoris
Capsella_rubella
Capsicum_annuum
Capsicum_annuum_var._glabriusculum
Capsicum_baccatum
Capsicum_chinense
Capsicum_pubescens
Cardamine_enshiensis
Cardamine_resedifolia
Carex_cristatella
Carex_scoparia
Carica_papaya
Carnegiea_gigantea
Carpinus_fangiana
Carpinus_viminea
Carthamus_tinctorius
Carya_cathayensis
Carya_illinoinensis
Castanea_mollissima
Castanopsis_hystrix
Castanopsis_tibetana
Casuarina_equisetifolia
Casuarina_glauca
Catharanthus_roseus
Cenchrus_americanus
Cenchrus_macrourus
Cenchrus_purpureus
Centella_asiatica
Cephalotus_follicularis
Cerasus_kanzakura
Ceratophyllum_demersum
Ceratopteris_richardii
Cercis_canadensis
Ceriops_tagal
Chamaecrista_fasciculata
Chara_braunii
Chenopodium_pallidicaule
Chenopodium_quinoa
Chenopodium_suecicum
Chenopodium_watsonii
Chimonanthus_praecox
Chimonanthus_salicifolius
Chiococca_alba
Chlamydomonas_eustigma
Chlamydomonas_incerta
Chlamydomonas_reinhardtii
Chlamydomonas_schloesseri
Chlamydomonas_sp._ICE-L
Chloranthus_sessilifolius
Chloranthus_spicatus
Chlorella_protothecoides
Chlorella_pyrenoidosa
Chlorella_sorokiniana
Chlorella_variabilis
Chlorella_vulgaris
Chloroidium_sp.
Chlorokybus_atmophyticus
Chloropicon_primus
Chondrus_crispus
Chromochloris_zofingiensis
Chrysanthemum_makinoi
Chrysanthemum_nankingense
Chrysanthemum_seticuspe
Cicer_arietinum
Cicer_reticulatum
Cichorium_endivia
Cichorium_intybus
Cinchona_pubescens
Cinnamomum_aromaticum
Cinnamomum_cassia
Cinnamomum_kanehirae
Cissus_rotundifolia
Citropsis_gilletiana
Citrullus_lanatus
Citrus_australasica
Citrus_australis
Citrus_cavaleriei
Citrus_clementina
Citrus_grandis
Citrus_ichangensis
Citrus_linwuensis
Citrus_mangshanensis
Citrus_medica
Citrus_paradisi_x_Poncirus_trifoliata
Citrus_reticulata
Citrus_sinensis
Citrus_trifoliata
Citrus_unshiu
Citrus_x_limon
Cladopus_chinensis
Clausena_lansium
Cleistogenes_songorica
Cleome_gynandra
Coccomyxa_subellipsoidea
Cocos_nucifera
Codonopsis_lanceolata
Coffea_arabica
Coffea_canephora
Coffea_humblotiana
Coix_aquatica
Coix_lacryma-jobi
Colocasia_esculenta
Conyza_canadensis
Coptis_chinensis
Corchorus_capsularis
Corchorus_olitorius
Cornus_wilsoniana
Corydalis_tomentella
Corylus_avellana
Corylus_heterophylla
Corymbia_citriodora
Cremastra_appendiculata
Crucihimalaya_himalaica
Cucumis_melo
Cucumis_metuliferus
Cucumis_sativus
Cucurbita_maxima
Cucurbita_moschata
Cucurbita_pepo
Cuscuta_australis
Cuscuta_campestris
Cuscuta_epithymum
Cuscuta_europaea
Cyanidiococcus_yangmingshanensis
Cyanidioschyzon_merolae
Cyanophora_paradoxa
Cyclocarya_paliurus
Cydonia_oblonga
Cymbidium_ensifolium
Cymbidium_sinense
Cymbomonas_tetramitiformis
Cynara_cardunculus
Cynodon_transvaalensis
Cyperus_esculentus
Dactylis_glomerata
Dalbergia_cochinchinensis
Dalbergia_cultrata
Datisca_glomerata
Datura_inoxia
Datura_stramonium
Daucus_carota
Davidia_involucrata
Dendrobium_catenatum
Dendrobium_chrysotoxum
Dendrobium_huoshanense
Dendrobium_hybrid_cultivar
Dendrobium_nobile
Dendrobium_officinale
Dendrocalamus_latiflorus
Dianthus_caryophyllus
Dichanthelium_oligosanthes
Digitaria_exilis
Dimocarpus_longan
Dionaea_muscipula
Dioscorea_alata
Dioscorea_dumetorum
Dioscorea_rotundata
Dioscorea_zingiberensis
Diospyros_lotus
Dipterocarpus_alatus
Dipterocarpus_gracilis
Dipterocarpus_intricatus
Dipterocarpus_zeylanicus
Dipteronia_dyeriana
Dipteronia_sinensis
Discaria_trinervis
Draba_nivalis
Dracaena_cambodiana
Drosera_capensis
Drosera_spatulata
Dryas_drummondii
Dunaliella_salina
Durio_zibethinus
Echinochloa_colona
Echinochloa_crusgalli
Echinochloa_crus-galli
Echinochloa_haploclada
Echinochloa_oryzicola
Echium_plantagineum
Edaphochlamys_debaryana
Elaeis_guineensis
Eleusine_coracana
Eleusine_indica
Ensete_glaucum
Ensete_ventricosum
Epimedium_pubescens
Eragrostis_curvula
Eragrostis_nindensis
Eragrostis_tef
Eremochloa_ophiuroides
Erianthus_rufipilus
Erigeron_breviscapus
Eriobotrya_japonica
Eruca_sativa
Erysimum_cheiranthoides
Erythranthe_guttatus
Erythranthe_luteus
Erythroxylum_novogranatense
Eschscholzia_californica
Eucalyptus_camaldulensis
Eucalyptus_grandis
Eucalyptus_pauciflora
Eucommia_ulmoides
Eudorina_sp.
Euphorbia_lathyris
Euryale_ferox
Euscaphis_japonica
Eustoma_grandiflorum
Eutrema_heterophyllum
Eutrema_japonicum
Eutrema_salsugineum
Eutrema_yunnanense
Fagopyrum_esculentum
Fagopyrum_homotropicum
Fagopyrum_tataricum
Fagus_sylvatica
Fallopia_multiflora
Ficus_carica
Ficus_erecta
Ficus_hispida
Ficus_microcarpa
Fontinalis_antipyretica
Forsythia_suspensa
Fragaria_ananassa
Fragaria_daltoniana
Fragaria_iinumae
Fragaria_mandshurica
Fragaria_nilgerrensis
Fragaria_nubicola
Fragaria_pentaphylla
Fragaria_vesca
Fragaria_viridis
Fragaria_x_ananassa
Fragaria_x_ananassa
Fraxinus_excelsior
Fraxinus_pennsylvanica
Galdieria_phlegrea
Galdieria_sulphuraria
Gardenia_jasminoides
Gastrodia_elata
Gelsemium_elegans
Gelsemium_sempervirens
Genlisea_aurea
Gilia_yorkii
Gillenia_trifoliata
Ginkgo_biloba
Glebionis_coronaria
Glycine_latifolia
Glycine_max
Glycine_soja
Glycyrrhiza_uralensis
Gnetum_montanum
Gonium_pectorale
Gossypioides_kirkii
Gossypium_anomalum
Gossypium_arboreum
Gossypium_australe
Gossypium_barbadense
Gossypium_bickii
Gossypium_darwinii
Gossypium_herbaceum
Gossypium_hirsutum
Gossypium_longicalyx
Gossypium_mustelinum
Gossypium_raimondii
Gossypium_rotundifolium
Gossypium_stocksii
Gossypium_sturtianum
Gossypium_tomentosum
Gossypium_turneri
Gracilariopsis_chorda
Gracilariopsis_lemaneiformis
Gynostemma_pentaphyllum
Gypsophila_paniculata
Haematococcus_pluvialis
Hamamelis_virginiana
Handroanthus_guayacan
Handroanthus_impetiginosus
Helianthus_annuus
Helianthus_tuberosus
Helicosporidium_sp.
Hemerocallis_citrina
Herpetospermum_pedunculosum
Hevea_brasiliensis
Hibiscus_cannabinus
Hibiscus_syriacus
Hippophae_rhamnoides
Hirschfeldia_incana
Hopea_hainanensis
Hordeum_marinum
Hordeum_spontaneum
Hordeum_vulgare
Hordeum_vulgare_var._nudum
Humulus_lupulus
Hydrangea_macrophylla
Hylocereus_undatus
Hypericum_perforatum
Ilex_latifolia
Ilex_polyneura
Iochroma_cyaneum
Ipomoea_aquatica
Ipomoea_batatas
Ipomoea_nil
Ipomoea_trifida
Ipomoea_triloba
Iris_pallida
Isatis_indigotica
Jacaranda_copaia
Jacaranda_mimosifolia
Jaltomata_sinuosa
Jasminum_sambac
Jatropha_curcas
Juglans_cathayensis
Juglans_hindsii
Juglans_mandshurica
Juglans_microcarpa
Juglans_nigra
Juglans_regia
Juglans_sigillata
Juncus_effusus
Juncus_inflexus
Kalanchoe_fedtschenkoi
Kandelia_obovata
Kingdonia_uniflora
Klebsormidium_flaccidum
Knoxia_roxburghii
Kobresia_littledalei
Kochia_scoparia
Lablab_purpureus
Lactuca_saligna
Lactuca_sativa
Lactuca_virosa
Lagenaria_siceraria
Lagerstroemia_indica
Lanxangia_tsao-ko
Lavandula_angustifolia
Leavenworthia_alabamica
Leersia_perrieri
Lemna_minuta
Lepidium_meyenii
Leptodermis_oblonga
Lindernia_brevidens
Lindernia_subracemosa
Linum_bienne
Linum_usitatissimum
Liriodendron_chinense
Litchi_chinensis
Lithospermum_erythrorhizon
Litsea_cubeba
Lobularia_maritima
Lolium_perenne
Lolium_rigidum
Lonicera_japonica
Lotus_japonicus
Luffa_acutangula
Luffa_cylindrica
Lupinus_albus
Lupinus_angustifolius
Luvunga_scandens
Lycianthes_biflora
Lycium_barbarum
Lycium_ruthenicum
Macadamia_integrifolia
Macleaya_cordata
Magnolia_biondii
Magnolia_officinalis
Malania_oleifera
Malus_baccata
Malus_domestica
Malus_sieversii
Malus_sylvestris
Malus_x_domestica
Mangifera_indica
Manihot_esculenta
Manihot_esculenta_ssp._flabellifolia
Marchantia_inflexa
Marchantia_polymorpha
Medicago_polymorpha
Medicago_ruthenica
Medicago_sativa
Medicago_truncatula
Megacarpaea_delavayi
Megadenia_pygmaea
Melaleuca_alternifolia
Melastoma_dodecandrum
Melilotus_albus
Mentha_longifolia
Mercurialis_annua
Mesembryanthemum_crystallinum
Mesostigma_viride
Mesotaenium_endlicherianum
Messastrum_gracile
Mesua_ferrea
Micractinium_conductrix
Micromonas_commoda
Micromonas_pusilla
Microthlaspi_erraticum
Mikania_micrantha
Mimosa_pudica
Mimulus_guttatus
Mimulus_luteus
Miscanthus_floridulus
Miscanthus_lutarioriparius
Miscanthus_sinensis
Misopates_orontium
Mitragyna_speciosa
Momordica_charantia
Monoraphidium_neglectum
Morella_rubra
Moricandia_arvensis
Moricandia_moricandioides
Morinda_officinalis
Moringa_oleifera
Morus_notabilis
Mucuna_pruriens
Murraya_paniculata
Musa_acuminata
Musa_balbisiana
Musa_beccarii
Musa_itinerans
Musa_schizocarpa
Musa_schizocarpa
Musa_troglodytarum
Mychonastes_homosphaera
Nelumbo_nucifera
Nepeta_cataria
Nephelium_lappaceum
Nicandra_physalodes
Nicotiana_attenuata
Nicotiana_benthamiana
Nicotiana_benthamiana(EI)
Nicotiana_benthamiana_(Mesculenta_305_v6)
Nicotiana_benthamianaV261
Nicotiana_knightiana
Nicotiana_longiflora
Nicotiana_obtusifolia
Nicotiana_otophora
Nicotiana_paniculata
Nicotiana_rustica
Nicotiana_sylvestris
Nicotiana_tabacum
Nicotiana_tomentosiformis
Nicotiana_undulata
Nissolia_schottii
Nymphaea_thermarum
Nymphoides_indica
Nyssa_sinensis
Ochetophila_trinervis
Ochroma_pyramidale
Ocimum_basilicum
Ocimum_sanctum
Oldenlandia_corymbosa
Olea_europaea
Olea_europaea_var._sylvestris
Ophiorrhiza_pumila
Origanum_majorana
Orobanche_aegyptiaca
Orobanche_cumana
Oropetium_thomaeum
Orychophragmus_violaceus
Oryza_alta
Oryza_barthii
Oryza_brachyantha
Oryza_coarctata
Oryza_eichingeri
Oryza_glaberrima
Oryza_glumaepatula
Oryza_granulata
Oryza_longistaminata
Oryza_meridionalis
Oryza_nivara
Oryza_officinalis
Oryza_punctata
Oryza_rhizomatis
Oryza_rufipogon
Oryza_sativa
Oryza_sativa_ssp._indica
Oryza_sativa_ssp._japonica
Osmanthus_fragrans
Ostreococcus_lucimarinus
Ostreococcus_tauri
Paeonia_ludlowii
Paeonia_ostii
Paeonia_suffruticosa
Panax_ginseng
Panax_japonicus
Panax_notoginseng
Panax_quinquefolius
Panax_stipuleanatus
Panicum_hallii
Panicum_miliaceum
Panicum_virgatum
Papaver_rhoeas
Papaver_setigerum
Papaver_somniferum
Parachlorella_kessleri
Parasponia_andersonii
Paris_polyphylla
Paspalum_vaginatum
Passiflora_edulis
Passiflora_organensis
Paulownia_fortunei
Penium_margaritaceum
Pennisetum_purpureum
Perilla_frutescens
Persea_americana
